680,Jefferson Farfán,12,15,5,12,15
681,Manuel Fernandes,16,14,9,14,8
682,Scott Dann,7,6,15,10,9
683,Clint Dempsey,10,12,5,7,12
684,Michael Bradley,16,7,16,14,16
685,Yoann Gourcuff,9,11,5,7,13
686,Hilton,12,12,11,7,13
687,Pablo Batalla,12,8,14,12,11
688,Gaël Clichy,11,10,9,11,6
689,Klaas-Jan Huntelaar,9,7,6,12,11
690,Luisão,10,14,7,14,12
691,Vasiliy Berezutskiy,16,7,11,15,7
692,Igor Denisov,13,13,15,7,12
693,Alexandr Samedov,11,8,8,8,12
694,Jesús Navas,7,10,15,10,13
695,Xabi Prieto,15,12,7,6,7
696,Javi Fuego,10,7,14,13,14
697,Marcelo Barovero,80,78,69,75,80
698,Lisandro López,13,8,11,10,6
699,Guillermo Ochoa,78,76,78,69,87
700,Bruno Alves,9,15,16,13,15
701,Burak Yilmaz,8,14,11,15,12
702,Diego Benaglio,79,77,61,80,75
703,Zoran Tošic,8,7,15,13,13
704,Maxwell,13,7,16,6,6
705,Kim Källström,15,9,7,10,12
706,Tim Howard,75,78,73,76,78
707,Denys Boyko,76,77,68,71,83
708,Marcus Rashford,7,11,15,6,14
709,Miguel Almirón,13,6,13,9,12
710,Gabriel Jesus,6,13,6,8,15
711,Oyarzabal,13,10,10,6,11
712,André Silva,11,14,7,13,8
713,Soares,7,8,7,9,7
714,Nemanja Radoja,9,11,12,13,7
715,Marcos Acuña,13,8,13,14,14
716,Jorge Meré,8,15,11,12,8
717,Jony,13,11,13,16,9
718,Antonio Sanabria,14,8,9,14,13
719,Cheikh NDoye,15,8,14,13,8
720,José Izquierdo,7,13,12,8,13
721,Gonzalo Escalante,12,10,7,12,11
722,Theo Bongonda,15,12,9,15,7
723,Sebastián Torrico,80,77,75,72,80
724,Morales,16,14,13,13,8
725,Wendell,14,8,6,12,14
726,Andrej Kramaric,7,8,14,14,15
727,Davide Zappacosta,6,11,8,9,11
728,Jemerson,13,7,9,15,10
729,Lucas Alario,15,8,7,15,15
730,Duván Zapata,6,9,8,9,8
731,Wylan Cyprien,11,8,8,16,14
732,Diego Llorente,9,8,11,12,7
733,Alex Telles,11,13,12,8,14
734,Timo Werner,15,9,8,9,9
735,André Hahn,15,14,13,14,11
736,Paulo Oliveira,12,14,11,8,7
737,Rachid Ghezzal,7,12,15,6,15
738,Grimaldo,7,7,10,13,13
739,Kevin Wimmer,12,13,15,10,11
740,Tiago Volpi,77,83,62,69,82
741,Joël Veltman,9,7,6,10,11
742,Sead Kolašinac,7,15,16,9,9
743,Guido Pizarro,15,7,16,12,7
744,Michael Keane,14,16,8,7,11
745,Jesse Lingard,13,14,8,10,9
746,Bigas,13,15,9,14,11
747,Vlad Chiriches,14,7,10,11,13
748,Ben Davies,7,11,6,7,14
749,Carlos Sánchez,14,15,7,8,8
750,Santiago Gentiletti,6,14,12,9,14
751,Takashi Inui,15,11,11,12,8
752,Raúl Jiménez,14,7,13,11,10
753,Joel Campbell,15,8,14,15,14
754,Mário Rui,8,13,9,5,14
755,MBaye Niang,4,4,4,6,4
756,Christoph Kramer,6,8,9,13,8
757,Konstantinos Fortounis,13,16,16,15,11
758,Joãozinho,9,14,14,7,6
759,André Carrillo,12,11,13,14,7
760,Rodrigo Moledo,7,8,7,13,8
761,Johannes Geis,16,15,14,15,8
762,Salif Sané,13,14,10,7,16
763,Milan Badelj,15,8,14,9,6
764,Agustín Marchesín,80,73,74,75,81
765,Lukasz Teodorczyk,7,15,7,11,14
766,Nacer Chadli,10,12,12,11,13
767,Cristian Tello,7,15,9,12,13
768,Bruno,13,12,8,9,8
769,Sebastian Rode,7,9,14,8,11
770,Nicolai Jørgensen,9,6,14,8,7
771,John Guidetti,6,12,14,13,11
772,Bruno Martins Indi,15,11,7,9,6
773,Jordy Clasie,10,11,14,11,7
774,Charles Aránguiz,8,15,12,7,13
775,Mathew Ryan,74,81,81,75,79
776,Rogelio Funes Mori,6,8,15,10,15
777,Aymen Abdennour,8,12,7,8,15
778,Mexer,11,10,7,14,11
779,Enzo Pérez,15,9,7,11,13
780,Teófilo Gutiérrez,6,14,11,13,13
781,Dorlan Pabón,14,15,15,11,9
782,Charlie Austin,9,9,7,11,13
783,Borja Bastón,9,6,10,9,13
784,Sergi Enrich,14,8,8,8,6
785,Hernán Pérez,8,13,14,13,15
786,Thomas Delaney,14,8,11,12,15
787,Davy Pröpper,9,16,16,8,6
788,Cenk Tosun,12,12,12,14,9
789,Koen Casteels,75,80,74,69,82
790,Emanuele Giaccherini,14,14,14,11,7
791,Allan Nyom,9,12,9,8,14
792,Kevin Vogt,7,6,8,13,14
793,Fontàs,16,16,11,14,9
794,Lamine Sané,6,7,12,9,9
795,Gökhan Töre,12,11,7,10,11
796,Fredy Montero,10,10,9,8,14
797,Celso Borges,9,9,7,16,13
798,Michail Antonio,14,12,8,13,10
799,Etxeita,10,6,8,7,7
800,Julian Baumgartlinger,9,9,10,13,14
801,Mehmet Ekici,9,8,10,15,11
802,Muniain,13,10,5,5,12
803,Susaeta,6,12,8,7,10
804,Etrit Berisha,78,79,67,76,81
805,Yannick Bolasie,14,8,12,9,6
806,Miguel Lopes,13,15,7,12,13
807,Senad Lulic,10,5,14,12,5
808,Rochina,13,7,11,16,13
809,Omar El Kaddouri,6,5,6,14,9
810,Denis Glushakov,12,10,8,8,9
811,Carlos Zambrano,12,14,13,12,14
812,Mame Diouf,1,1,1,1,1
813,Onur Kivrak,76,78,67,75,83
814,Jefferson Montero,15,11,12,11,12
815,Keisuke Honda,5,3,5,3,3
816,Bernardo Espinosa,9,11,12,15,12
817,Marco Fabián,15,14,8,11,13
818,Ivelin Popov,15,14,7,7,8
819,Joe Allen,6,10,12,13,8
820,Romain Thomas,14,13,11,7,10
821,Mehdi Carcela-González,7,8,14,15,12
822,Sandro Wagner,7,6,8,15,12
823,Pablo Piatti,8,10,13,8,10
824,Eric Maxim Choupo-Moting,16,9,9,9,6
825,Sebastian Langkamp,15,8,14,6,9
826,Neven Subotic,8,6,10,5,6
827,Fabian Delph,11,10,14,9,6
828,Raúl Bobadilla,8,13,12,13,11
829,Troy Deeney,12,10,16,11,15
830,Håvard Nordtveit,13,14,9,8,10
831,Balázs Dzsudzsák,7,10,14,7,10
832,Andy Carroll,10,14,12,14,6
833,Borek Dockal,11,10,14,9,8
834,Marek Suchý,15,14,15,11,7
835,Luiz Adriano,9,16,10,10,12
836,Guilherme,77,82,70,73,78
837,Ki Sung Yueng,9,14,7,9,10
838,Ruud Vormer,7,9,10,16,7
839,Etienne Capoue,14,12,11,11,12
840,Paul Baysse,12,11,10,15,11
841,Cristian Zapata,5,3,3,5,3
842,Dieumerci Mbokani,10,8,9,6,12
843,Marouane Fellaini,15,8,9,6,16
844,Nahuel Guzmán,78,77,71,76,80
845,Adrián Ramos,14,9,13,14,6
846,Baiano,11,13,14,11,11
847,Jan Durica,8,7,7,16,15
848,Pedro León,15,11,10,12,16
849,Zlatko Junuzovic,15,15,11,9,8
850,Luca Antonelli,14,6,11,11,5
851,Victor Moses,16,9,8,7,16
852,Zurutuza,14,10,11,14,7
853,Fraser Forster,78,74,69,80,83
854,Lasse Schøne,12,16,9,16,11
855,James McArthur,1,1,1,1,1
856,Mario Suárez,12,9,16,13,11
857,Steven Defour,16,7,14,6,10
858,Diego Buonanotte,9,15,16,16,13
859,Tim Krul,76,78,72,77,81
860,Jack Cork,6,13,16,11,6
861,Kenneth Vermeer,78,82,70,70,83
862,Rafinha,12,15,16,7,15
863,Salvatore Bocchetti,16,14,13,11,10
864,Ignazio Abate,3,3,5,3,3
865,Rasmus Elm,7,16,14,12,9
866,Marco Ruben,7,6,7,16,11
867,Jakub Blaszczykowski,13,14,9,8,15
868,Adriano,15,13,10,15,14
869,Tom Heaton,79,79,74,77,80
870,Oleksandr Kucher,8,6,8,16,15
871,Karim El Ahmadi,14,12,11,16,8
872,Javi García,14,14,8,6,16
873,David Abraham,9,6,12,10,8
874,Riccardo Montolivo,3,3,3,5,5
875,Fabio Quagliarella,4,6,5,7,4
876,Jurado,6,11,7,15,13
877,Ezequiel Lavezzi,9,6,11,15,12
878,Christian Gentner,7,15,16,11,8
879,Laurent Ciman,6,12,14,16,12
880,Thomas Vermaelen,11,9,7,10,15
881,Rodrigo Palacio,17,17,17,14,17
882,Per Ciljan Skjelbred,6,7,11,13,7
883,Ashley Young,16,16,15,10,15
884,Mark Noble,16,7,14,6,11
885,Aaron Lennon,16,14,7,7,11
886,Christophe Jallet,6,8,9,8,11
887,Sergey Ryzhikov,76,76,68,77,82
888,Soldado,9,13,14,13,6
889,Oscar Wendt,13,9,10,12,11
890,Gökhan Gönül,13,8,10,13,10
891,José Sosa,6,11,13,15,9
892,Ragnar Klavan,10,11,11,15,12
893,Willy Caballero,78,80,70,75,80
894,Vágner Love,8,16,13,16,6
895,Robert Huth,15,9,10,16,9
896,Gomes,75,83,60,73,84
897,Martín Demichelis,7,7,12,11,6
898,Selçuk Inan,11,9,8,7,16
899,Alexander Meier,11,16,6,6,9
900,Sergey Ignashevich,16,10,12,6,7
901,Reyes,13,15,8,10,16
902,Nigel de Jong,2,2,2,4,4
903,Mathieu Bodmer,13,11,14,10,15
904,Joaquín,10,9,6,14,11
905,Claudio Pizarro,11,8,11,7,14
906,César Navas,7,11,12,10,12
907,Alessandro Gamberini,9,16,15,7,15
908,Kylian Mbappe Lottin,11,13,7,5,6
909,Alban Lafont,76,78,71,77,79
910,Renato Sanches,13,5,6,12,14
911,Formosandrinho,8,8,8,9,11
912,Sidney Pessinho,7,11,8,15,7
913,Everticinho,8,7,8,8,7
914,Louri Beretta,19,8,20,11,20
915,Claudio Coíntra,13,8,15,15,8
916,Maikel Catarino,18,8,7,11,12
917,Ronaldo Esler,8,13,16,13,9
918,Gazzolisco,8,9,8,16,10
919,Raphaelito Anjos,76,77,74,75,76
920,Mauricio Lemos,15,10,7,6,13
921,Dalbert,9,7,7,11,9
922,Lorenzo Pellegrini,13,12,10,7,11
923,Yeray,12,12,8,9,11
924,Vincent Janssen,15,13,11,7,16
925,Pablo Fornals,7,9,12,11,15
926,Marcos Llorente,11,13,6,6,15
927,Martín Campaña,75,81,71,75,81
928,Nadiem Amiri,12,12,14,12,10
929,Vincent Koziello,12,14,14,9,8
930,Vallejo,13,10,15,13,6
931,Sener Özbayrakli,16,8,10,7,13
932,Franco Cervi,11,12,9,8,10
933,Malcom,7,8,15,14,9
934,Rick Karsdorp,16,13,14,7,15
935,Dani Ceballos,7,12,16,15,13
936,Hirving Lozano,14,11,14,10,10
937,Yoan Cardinale,79,78,75,75,79
938,Badou Ndiaye,7,7,11,12,10
939,Alessandro Schöpf,11,13,13,6,10
940,Davinson Sánchez,6,9,10,7,15
941,Matias Vecino,4,4,4,4,4
942,Georges-Kévin Nkoudou,6,10,8,13,13
943,Sandro,6,12,10,16,8
944,Wesley Hoedt,8,15,13,10,11
945,Bastos,12,13,11,8,12
946,Wallace,10,15,11,11,11
947,Youri Tielemans,14,6,10,8,12
948,Alen Halilovic,13,15,11,11,10
949,Yuriy Lodygin,69,81,76,74,84
950,Silvan Widmer,5,10,7,8,14
951,Gino Peruzzi,5,10,9,13,8
952,Pablo Pérez,15,10,16,7,14
953,Darío Benedetto,8,10,12,14,11
954,Iván Marcone,16,16,12,11,10
955,Matías Kranevitter,6,12,7,13,7
956,Emmanuel Mas,14,7,15,7,16
957,Franco Armani,78,76,67,73,79
958,Daniel Torres,15,15,8,11,12
959,Felipe Pardo,14,16,6,10,7
960,Sardar Azmoun,9,6,14,10,15
961,Alan Ruiz,13,7,16,7,16
962,Diego Rolán,7,14,7,7,14
963,Mohamed Elneny,12,7,15,15,6
964,Mario Lemina,8,12,15,9,16
965,Anderson Talisca,12,13,13,11,10
966,Bruno Fernandes,8,12,15,14,14
967,Roberto Gagliardini,7,12,8,6,9
968,Kerem Demirbay,14,14,11,15,14
969,Nicolás Tagliafico,15,13,10,9,16
970,Pablo De Blasis,8,13,8,11,8
971,Carles Gil,9,12,16,15,6
972,Luca Zuffi,16,7,15,13,7
973,Juan Fernando Quintero,7,14,10,16,12
974,Jonny,10,7,12,10,6
975,Otávio,10,11,9,12,15
976,Alexander Szymanowski,12,11,10,8,6
977,Jhon Córdoba,7,12,13,13,8
978,Jozabed,8,8,9,10,13
979,Pacheco,80,77,63,73,76
980,Sam Larsson,10,14,15,12,7
981,Abdul Rahman Baba,11,12,6,11,10
982,Andreas Samaris,7,11,8,11,12
983,Gabriel,15,12,14,8,15
984,Gerard Moreno,12,15,7,12,10
985,Erik Durm,15,12,8,14,11
986,Tobias Strobl,16,11,8,8,12
987,Marçal,13,6,14,11,11
988,Leandro Paredes,9,9,6,14,10
989,Roberto Torres,8,7,15,8,14
990,Mitchell Weiser,13,13,10,15,9
991,Dominique Heintz,9,14,7,15,15
992,Serge Gnabry,9,14,10,10,7
993,Jetro Willems,7,9,16,14,10
994,Leonardo Pavoletti,14,15,12,6,9
995,Zouhair Feddal,10,13,12,14,8
996,Sébastien Haller,7,6,14,7,6
997,Lucas Castro,15,6,9,7,5
998,Luís Hernández,8,8,11,7,9
999,Marcelo,10,6,6,16,8
1000,Benjamin Mendy,15,7,9,7,9
1001,Willi Orban,10,15,15,12,6
1002,Rubén Pardo,11,7,8,13,7
1003,Luís Neto,15,10,13,15,8
1004,Jores Okore,15,9,16,15,15
1005,Tomáš Vaclík,77,79,74,74,79
1006,Zé Luís,10,8,16,11,14
1007,Pavel Kaderábek,13,10,14,11,7
1008,Tonny Vilhena,12,12,16,8,12
1009,Terence Kongolo,11,8,12,14,12
1010,Leonardo Bittencourt,14,15,6,11,16
1011,Álvaro,12,8,12,13,8
1012,Stefano Sturaro,14,15,5,10,11
1013,Naldo,6,12,7,5,8
1014,Recio,10,10,9,14,9
1015,Valentin Eysseric,11,9,10,13,8
1016,Ahmed Musa,15,7,13,12,14
1017,Jordan Veretout,8,9,11,10,9
1018,David López,11,9,7,12,15
1019,Ciprian Tatarusanu,79,74,74,75,78
1020,Ladislav Krejcí,9,15,12,13,9
1021,Aïssa Mandi,10,15,9,16,14
1022,Ismaily,11,8,14,8,10
1023,Nicolas De Préville,11,8,14,10,9
1024,Marafona,77,80,66,73,78
1025,Marko Devic,15,10,9,13,14
1026,Mark Uth,9,9,8,11,11
1027,Nicolás Blandi,15,13,15,10,15
1028,Campaña,7,8,6,11,10
1029,Marco van Ginkel,13,7,13,11,14
1030,Wilson Eduardo,9,13,11,12,11
1031,Ramiro Funes Mori,10,9,13,9,7
1032,Dennis Praet,14,6,10,6,10
1033,Sergi Gómez,11,15,11,16,7
1034,Brice Dja Djédjé,14,7,14,7,8
1035,Sergio Álvarez,16,12,16,13,8
1036,Juan Manuel Iturbe,6,12,12,8,9
1037,Luis Muriel,14,8,10,10,6
1038,Vincent Aboubakar,7,8,9,10,8
1039,Nampalys Mendy,12,14,9,12,15
1040,Luis Alberto,12,6,6,8,11
1041,Florentin Pogba,11,8,8,10,11
1042,Stefan Bell,13,7,8,16,14
1043,Rodrigo,11,7,10,13,5
1044,Benjamin Stambouli,15,8,11,13,15
1045,Jordi Amat,16,9,7,6,8
1046,Jens Toornstra,6,14,16,15,6
1047,Papy Djilobodji,6,12,9,13,10
1048,Ioannis Fetfatzidis,13,10,7,5,15
1049,Danny Ings,16,10,12,13,6
1050,Javi López,12,10,7,8,16
1051,Andros Townsend,11,13,11,11,13
1052,Montoya,8,6,16,15,8
1053,Shinji Okazaki,6,10,14,6,6
1054,Alper Potuk,10,12,7,12,8
1055,André Pinto,11,15,6,13,11
1056,Nemanja Pejcinovic,14,10,7,14,10
1057,Germán Pezzella,10,7,13,9,15
1058,Mattia Destro,9,6,15,14,11
1059,Guram Kashia,13,9,8,13,6
1060,Ezequiel Schelotto,5,11,6,11,9
1061,Marko Baša,12,7,14,13,8
1062,Costel Pantilimon,79,74,68,77,78
1063,Marvin Plattenhardt,13,15,15,6,16
1064,Bóveda,13,8,12,8,12
1065,Andrea Bertolacci,7,7,7,8,9
1066,Diego Reyes,7,8,12,14,8
1067,Sébastien Corchia,10,6,7,8,15
1068,Tomás Rincón,8,12,11,12,12
1069,Tolgay Arslan,6,6,10,11,6
1070,Jan Kirchhoff,7,11,12,13,9
1071,Sebastián Blanco,13,9,9,7,12
1072,Rubén Pérez,9,11,13,8,15
1073,Luuk de Jong,8,16,8,10,11
1074,Éder,15,14,6,9,12
1075,Tom Cleverley,12,15,9,11,13
1076,Victor Sánchez,14,7,10,6,10
1077,Benjamin Hübner,8,16,7,8,16
1078,Souza,10,10,7,12,8
1079,Bastian Oczipka,6,12,7,14,10
1080,Marcel Risse,11,11,14,7,8
1081,Jonjo Shelvey,8,14,15,11,16
1082,Mauro Díaz,8,12,6,9,16
1083,Gustavo Bou,16,6,15,6,7
1084,Mirko Valdifiori,10,13,10,6,10
1085,Admir Mehmedi,15,13,8,14,16
1086,Thomas Heurtaux,15,7,10,6,10
1087,Lautaro Acosta,12,12,14,6,9
1088,Daryl Janmaat,11,15,7,10,7
1089,Lewis Holtby,11,12,8,12,9
1090,Juanfran,10,13,13,9,14
1091,Maicon,10,7,12,6,11
1092,Wanderson,13,8,9,10,16
1093,Mauricio Isla,7,7,7,8,7
1094,Dayro Moreno,12,16,10,15,6
1095,Alberto Paloschi,13,15,10,15,5
1096,Christian Träsch,15,14,7,13,11
1097,Cheikhou Kouyaté,12,15,9,8,9
1098,Geoff Cameron,10,7,6,16,14
1099,Ivan Radovanovic,5,5,6,6,5
1100,Sven Ulreich,75,81,52,74,79
1101,Leroy Fer,16,9,14,8,14
1102,Kieran Trippier,11,11,8,14,10
1103,Luca Rossettini,5,5,5,5,5
1104,Benjamin Moukandjo,12,14,8,14,10
1105,Kyriakos Papadopoulos,9,11,12,10,10
1106,Facundo Roncaglia,6,15,15,14,15
1107,Nicolai Müller,7,6,6,16,14
1108,Nabil El Zhar,8,7,16,10,13
1109,Yuri,8,12,9,13,11
1110,Aurélien Chedjou,13,6,15,14,11
1111,Henri Saivet,15,10,13,8,11
1112,Valentin Stocker,10,7,7,8,7
1113,Max Gradel,10,11,8,12,12
1114,Roberto Rosales,16,11,11,12,8
1115,Carlos Sánchez,13,11,7,6,7
1116,Jose Holebas,14,15,13,13,16
1117,Beto,75,81,79,69,80
1118,Antonio Rukavina,8,6,15,6,7
1119,Mapou Yanga-MBiwa,6,9,9,13,10
1120,Makoto Hasebe,15,10,10,12,9
1121,Marcelo,7,16,10,15,14
1122,Charles Kaboré,16,10,9,15,9
1123,Mosquera,14,10,8,15,10
1124,Stefano Okaka,5,7,7,7,8
1125,Kamil Grosicki,14,16,15,10,11
1126,Sebastian Prödl,15,11,12,8,8
1127,Jonathan De Guzmán,6,10,12,8,10
1128,Alessandro Matri,5,4,4,4,4
1129,Vadis Odjidja-Ofoe,13,10,11,16,9
1130,Felipe Caicedo,8,7,7,13,10
1131,Fran Rico,13,9,8,14,7
1132,Mariano Andújar,79,77,64,76,78
1133,Nathan Dyer,8,12,14,11,16
1134,Óscar Trejo,16,14,7,14,11
1135,Marco Andreolli,5,12,5,11,14
1136,Javi Varas,76,80,73,72,81
1137,Perparim Hetemaj,9,13,8,11,6
1138,Eljero Elia,15,11,6,13,8
1139,Jonatan Maidana,14,12,14,9,14
1140,Caner Erkin,7,11,10,12,13
1141,Fábio Coentrão,15,7,16,13,14
1142,Jay Rodriguez,14,12,16,12,9
1143,Lee Cattermole,14,11,15,9,15
1144,Darron Gibson,15,15,12,7,6
1145,Shane Long,11,11,10,13,10
1146,Rémy Riou,77,75,80,74,78
1147,Ron Vlaar,11,11,8,9,7
1148,Ari,8,9,10,6,9
1149,Bebé,7,15,8,7,11
1150,Ismael Sosa,11,14,8,11,12
1151,Fernando Gago,8,7,12,10,12
1152,Itumeleng Khune,75,75,90,73,77
1153,Eugen Polanski,12,8,6,12,8
1154,Cyril Théréau,8,9,13,5,12
1155,Charles,9,8,16,9,11
1156,Sergio,78,77,75,72,80
1157,Curtis Davies,15,7,10,9,10
1158,Younès Kaboul,9,9,7,14,6
1159,Andrea Raggi,10,6,14,10,16
1160,Glenn Whelan,16,10,16,13,11
1161,Guillaume Gillet,12,9,15,14,10
1162,Johan Djourou,7,16,13,15,14
1163,Mauro Boselli,7,7,6,14,14
1164,Valon Behrami,15,12,7,11,11
1165,Agirretxe,6,14,11,8,16
1166,Jérémy Ménez,7,3,3,7,3
1167,Gökhan Inler,10,11,6,14,5
1168,Alexandre Song,11,8,15,12,12
1169,Alfredo Talavera,75,82,71,75,78
1170,Justo Villar,78,75,74,75,77
1171,Robert Snodgrass,12,8,14,15,10
1172,Yuriy Zhirkov,7,6,14,6,10
1173,Mauro Zárate,6,7,16,16,12
1174,Steven Davis,9,9,13,7,11
1175,Francesco Magnanelli,11,8,7,12,5
1176,Paul Verhaegh,9,7,14,10,12
1177,Zydrunas Karcemarskas,76,77,66,76,80
1178,Alexey Berezutskiy,14,11,8,8,8
1179,Iván Ramis,8,7,9,15,11
1180,David García,14,10,14,15,7
1181,Volkan Demirel,77,77,76,73,78
1182,Matías Delgado,6,10,12,14,11
1183,Agustín Orión,81,74,75,79,74
1184,Leon Britton,7,10,7,16,15
1185,Christian Fuchs,16,14,15,12,13
1186,Nicolás Burdisso,8,8,11,13,12
1187,Esteban Cambiasso,7,9,13,7,15
1188,Glen Johnson,6,13,7,7,7
1189,Stefan Kießling,11,6,5,7,12
1190,Wes Morgan,7,14,6,10,8
1191,Jimmy Briand,6,12,7,6,10
1192,Michael Dawson,13,8,6,6,15
1193,Iraizoz,85,69,80,81,71
1194,Jaime Valdés,15,9,8,6,11
1195,Jelle Van Damme,9,6,6,11,15
1196,Emmanuel Adebayor,9,13,12,9,13
1197,Tranquillo Barnetta,15,12,8,9,15
1198,Silvio Proto,76,78,73,75,81
1199,Daniele Bonera,3,3,3,3,3
1200,Rémy Vercoutre,76,77,77,76,78
1201,Morgan De Sanctis,81,76,57,76,76
1202,Eliseu,15,12,15,15,15
1203,Roman Weidenfeller,81,72,53,80,77
1204,Emre Belözoglu,14,7,7,11,8
1205,Marko Rog,13,6,12,15,12
1206,Issa Diop,14,10,6,7,9
1207,Amadou Diawara,11,11,5,14,11
1208,Ronaldo Cabrais,15,12,13,12,13
1209,David Seijalbo,16,7,10,12,9
1210,Vieirundinho,6,13,11,16,9
1211,Welington Dano,7,16,15,15,7
1212,Nelsildo Reis,76,76,77,77,74
1213,Fred Aníbão,72,71,76,77,77
1214,Gabri Prestão,77,77,70,74,75
1215,Rosberto Dourado,10,15,14,14,9
1216,Everton Andrão,15,9,14,9,8
1217,Eltildo Correia,7,7,13,15,11
1218,Juiano Mestres,9,9,8,8,8
1219,Antônio Chiamuloira,8,9,13,14,10
1220,Leon Bailey,15,12,6,13,14
1221,Marko Pjaca,9,11,10,5,12
1222,Palhinha,7,14,8,10,7
1223,Bart Ramselaar,12,7,15,10,12
1224,Moussa Marega,11,14,13,7,11
1225,Daniel Podence,7,14,8,14,15
1226,André Onana,68,83,75,75,76
1227,Aritz Elustondo,15,7,12,10,8
1228,Kelechi Iheanacho,11,8,7,7,15
1229,Ivan Ordets,13,15,10,14,11
1230,Diogo Jota,9,7,15,12,11
1231,Gonçalo Guedes,9,9,11,12,9
1232,Danilo,11,13,11,6,14
1233,Ozan Tufan,7,6,8,14,15
1234,Aytaç Sulu,15,7,8,6,12
1235,Ahmet Çalik,8,11,6,8,13
1236,Breel Embolo,7,13,7,6,12
1237,Nikola Vukcevic,15,12,12,13,15
1238,Erick Gutiérrez,8,7,10,14,16
1239,Lucas Hernández,14,10,8,7,10
1240,Andrija Živkovic,6,9,8,11,6
1241,Óscar Romero,14,8,14,7,10
1242,Enner Valencia,9,9,16,12,8
1243,Sebastián Cristóforo,14,9,12,14,15
1244,Diego Carlos,7,7,14,10,11
1245,José Luis Gómez,7,13,13,11,7
1246,Camarasa,11,14,11,9,8
1247,Jonathan Calleri,8,11,8,12,6
1248,Gustavo Gómez,10,12,11,12,9
1249,Genki Haraguchi,11,16,11,11,7
1250,Víctor García,12,11,11,6,12
1251,Carlos Mané,9,16,10,14,11
1252,Maximilian Philipp,10,8,10,12,9
1253,Juan Pablo Añor,14,8,12,6,6
1254,Matteo Politano,8,11,6,12,11
1255,Kenny Tete,6,9,11,15,10
1256,Capa,12,12,6,13,11
1257,Armando Izzo,11,12,10,6,12
1258,Fernando Monetti,71,78,75,78,80
1259,Youssouf Sabaly,15,9,8,11,11
1260,Deyverson,9,7,11,15,11
1261,Gerardo Alcoba,14,11,14,15,12
1262,Emiliano Rigoni,8,16,10,6,16
1263,Édson Puch,8,9,9,10,11
1264,Gastón Lezcano,8,7,14,11,9
1265,Silvio Romero,16,8,11,12,9
1266,Carlos Izquierdoz,8,8,7,11,8
1267,Sebastián Pérez,9,14,7,14,16
1268,Alexander Mejía,8,7,8,14,13
1269,Frank Fabra,9,7,13,15,7
1270,Éder Balanta,12,9,11,14,10
1271,Ricardo Horta,8,7,10,9,13
1272,Diego Laxalt,9,10,10,12,8
1273,Aderllan Santos,8,10,13,13,12
1274,Levin Öztunali,15,10,13,16,9
1275,Niklas Stark,15,7,10,15,13
1276,Nicolás Castillo,10,13,9,8,15
1277,Gabriel,9,10,9,7,9
1278,Óscar Duarte,8,15,7,9,14
1279,Marcos Lopes,12,11,12,10,11
1280,Santi Mina,8,9,14,8,15
1281,Leander Dendoncker,14,14,14,8,6
1282,Medrán,12,13,13,14,10
1283,José Sá,72,78,66,74,79
1284,Yannick Gerhardt,11,13,7,13,6
1285,Iuri Medeiros,9,7,7,8,12
1286,Dominik Kohr,10,6,9,11,7
1287,Lazar Markovic,6,8,15,9,7
1288,Vincenzo Grifo,8,10,8,12,14
1289,Robert Beric,12,16,15,11,16
1290,Jonathan Gómez,10,12,10,14,7
1291,Gianluca Lapadula,11,9,15,15,12
1292,Manquillo,12,14,14,7,13
1293,Chancel Mbemba,7,9,16,14,7
1294,Ricardo Ferreira,12,16,8,15,6
1295,Björn Engels,7,9,14,12,8
1296,Mauro Dos Santos,13,8,6,14,12
1297,Emerson,7,8,8,15,14
1298,Marc Stendera,16,7,9,14,7
1299,Jonas Hofmann,10,6,10,6,10
1300,Ahmed Hassan,14,15,8,14,11
1301,Fabian Schär,10,8,11,9,15
1302,Thomas Partey,9,11,9,13,7
1303,Matías Britos,7,7,6,10,14
1304,Guilherme,12,9,12,7,10
1305,Omar Mascarell,10,6,9,7,11
1306,Christopher Jullien,11,8,12,14,8
1307,Martín Mantovani,14,9,11,9,12
1308,Alfred Duncan,6,9,8,8,8
1309,Marten de Roon,12,14,7,15,12
1310,Adnan Januzaj,12,15,11,10,7
1311,Romain Saïss,11,10,6,16,7
1312,Abdoulaye Doucouré,15,15,12,12,14
1313,Matheus,75,78,70,67,80
1314,Bertrand Traoré,13,11,7,7,12
1315,Pedro Henrique,10,11,10,14,12
1316,Roger,14,15,15,13,8
1317,Yassine Benzia,13,6,14,9,9
1318,João Pereira,10,12,10,14,7
1319,Jordan Ferri,15,7,11,11,15
1320,Mattia De Sciglio,5,5,5,3,3
1321,Amin Younes,15,15,9,11,15
1322,Jairo,10,10,16,11,12
1323,Stefano Denswil,9,11,6,14,9
1324,Lucas Ocampos,12,11,15,8,7
1325,James Ward-Prowse,15,12,10,12,15
1326,Alberto Moreno,10,10,9,14,11
1327,Okay Yokuslu,13,12,10,16,7
1328,Fayçal Fajr,15,15,14,12,6
1329,Jordan Pickford,73,74,85,76,78
1330,Marcel Sabitzer,15,11,14,13,13
1331,Emiliano Sala,9,7,7,11,7
1332,Mauricio Pereyra,12,16,14,13,7
1333,Ricardo Álvarez,14,5,11,11,10
1334,Christophe Kerbrat,13,7,16,7,11
1335,Julian Korb,10,12,14,13,12
